Pipeline,FromActivity,FromSequence,FromParent,ToActivity,ToSequence,ToParent,Conditions,SequenceFlow,SameContainer,FromExecutionStage,ToExecutionStage
PL_GET_Shipping_Days_Updates,GetAuthToken,16,,ForEachFile,2,,Succeeded,16→2,Yes,1,2
PL_GET_Shipping_Days_Updates,Web_GetFileLUD,12,ForEachFile,Set LUD,3,ForEachFile,Succeeded,12→3,Yes,0,1
PL_GET_Shipping_Days_Updates,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_GET_Shipping_Days_Updates,Set OLD LUD,11,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,11→5,Yes,1,2
PL_GET_Shipping_Days_Updates,CD_Shipping_Days,6,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,6→7,Yes,0,1
PL_GET_Shipping_Days_Updates,UpdateFlag,10,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,10→8,Yes,2,3
PL_GET_Shipping_Days_Updates,CD_Shipping_Days,6,If File has been Updated→TRUE,CD_Synapse,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_GET_Shipping_Days_Updates,CD_Synapse,9,If File has been Updated→TRUE,UpdateFlag,10,If File has been Updated→TRUE,Succeeded,9→10,Yes,1,2
PL_GET_Shipping_Days_Updates,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,11,ForEachFile,Succeeded,4→11,Yes,0,1
PL_GET_Shipping_Days_Updates,GetClientSecret,17,,GetAuthToken,16,,Succeeded,17→16,Yes,0,1
PL_METADATA_DRIVEN_AGILE_PLM_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
pl_OTR_UpdateMissingValues,Range,5,,Set CurrentTimeStamp,1,,Succeeded,5→1,Yes,0,1
pl_OTR_UpdateMissingValues,Set CurrentTimeStamp,1,,Set Container,2,,Succeeded,1→2,Yes,1,2
pl_OTR_UpdateMissingValues,Set Container,2,,Set Path,3,,Succeeded,2→3,Yes,2,3
pl_OTR_UpdateMissingValues,Set Container,2,,Set EXT Path,4,,Succeeded,2→4,Yes,2,3
pl_OTR_UpdateMissingValues,Set Path,3,,ForEach1,6,,Succeeded,3→6,Yes,3,4
pl_OTR_UpdateMissingValues,Set EXT Path,4,,ForEach1,6,,Succeeded,4→6,Yes,3,4
pl_OTR_UpdateMissingValues,OTR_DATA_EXT,9,ForEach1,df_OTR_OrderData_Ext,8,ForEach1,Succeeded,9→8,Yes,0,1
pl_OTR_UpdateMissingValues,OTR_DATA,7,ForEach1,df_OTR_OrderData,10,ForEach1,Succeeded,7→10,Yes,0,1
pl_Spoiler_Boost,df_Spoiler_Boost,2,,Done,1,,Succeeded,2→1,Yes,2,3
pl_Spoiler_Boost,Set FileName,4,,df_Spoiler_Boost,2,,Succeeded,4→2,Yes,1,2
pl_Spoiler_Boost,Set Path,3,,Set FileName,4,,Succeeded,3→4,Yes,0,1
PL_DAYFIVE_FORECAST_DATA,Execute Pipeline Sharepoint to ADLS,1,,GetMetadata,2,,Succeeded,1→2,Yes,0,1
PL_DAYFIVE_FORECAST_DATA,GetMetadata,2,,IfFileExistsOrModifiedADLS,3,,Succeeded,2→3,Yes,1,2
PL_ColleagueDataMedicalMedia_TemplateFile,GetClientSecret,18,,GetAuthToken,1,,Succeeded,18→1,Yes,0,1
PL_ColleagueDataMedicalMedia_TemplateFile,FileName,20,,LookupFilesToCopy,5,,Succeeded,20→5,Yes,2,3
PL_ColleagueDataMedicalMedia_TemplateFile,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueDataMedicalMedia_TemplateFile,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueDataMedicalMedia_TemplateFile,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueDataMedicalMedia_TemplateFile,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueDataMedicalMedia_TemplateFile,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueDataMedicalMedia_TemplateFile,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueDataMedicalMedia_TemplateFile,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueDataMedicalMedia_TemplateFile,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueDataMedicalMedia_TemplateFile,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueDataMedicalMedia_TemplateFile,File Updated,16,If File Updated→TRUE,CD_Files,12,If File Updated→TRUE,Succeeded,16→12,Yes,0,1
PL_ColleagueDataMedicalMedia_TemplateFile,CD_Files,12,If File Updated→TRUE,CD_Archive,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueDataMedicalMedia_TemplateFile,CD_Archive,13,If File Updated→TRUE,CD_Update_WaterMark,14,If File Updated→TRUE,Succeeded,13→14,Yes,2,3
PL_ColleagueDataMedicalMedia_TemplateFile,CD_Update_WaterMark,14,If File Updated→TRUE,df_Medical_Hub_Update,15,If File Updated→TRUE,Succeeded,14→15,Yes,3,4
PL_ColleagueDataMedicalMedia_TemplateFile,FolderPath,21,,FileName,20,,Succeeded,21→20,Yes,1,2
PL_ColleagueDataMedicalMedia_TemplateFile,RootFolder,19,,FolderPath,21,,Succeeded,19→21,Yes,0,1
PL_ColleagueDataMedicalMedia_TemplateFile,ForEachFile,6,,Done,22,,Succeeded,6→22,Yes,4,5
PL_GET_ProductGroups,Time,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_GET_ProductGroups,Year,15,,ForEachFile,2,,Succeeded,15→2,Yes,0,2
PL_GET_ProductGroups,Month,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_GET_ProductGroups,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_GET_ProductGroups,GetAuthToken,16,,ForEachFile,2,,Succeeded,16→2,Yes,1,2
PL_GET_ProductGroups,Web_GetFileLUD,12,ForEachFile,Set LUD,3,ForEachFile,Succeeded,12→3,Yes,0,1
PL_GET_ProductGroups,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_GET_ProductGroups,Set OLD LUD,11,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,11→5,Yes,1,2
PL_GET_ProductGroups,CD_Synapse,9,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,9→7,Yes,1,2
PL_GET_ProductGroups,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,2,3
PL_GET_ProductGroups,CD_NHSC_Product_Groups_Files,6,If File has been Updated→TRUE,CD_Synapse,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_GET_ProductGroups,CD_Synapse,9,If File has been Updated→TRUE,CD_CombinedItemMaster,10,If File has been Updated→TRUE,Succeeded,9→10,Yes,1,2
PL_GET_ProductGroups,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,11,ForEachFile,Succeeded,4→11,Yes,0,1
PL_GET_ProductGroups,GetClientSecret,17,,GetAuthToken,16,,Succeeded,17→16,Yes,0,1
pl_PhysicalStock_WM,Set FileName_PhysicalStock,8,,CD_PhysicalStock,1,,Succeeded,8→1,Yes,6,7
pl_PhysicalStock_WM,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_PhysicalStock_WM,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_PhysicalStock_WM,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_PhysicalStock_WM,Set ArchiveContainer,5,,Get_Last_Update_PhysicalStock,6,,Succeeded,5→6,Yes,3,4
pl_PhysicalStock_WM,Get_Last_Update_PhysicalStock,6,,Set_Last_Update_HUHDR,7,,Succeeded,6→7,Yes,4,5
pl_PhysicalStock_WM,Set_Last_Update_HUHDR,7,,Set FileName_PhysicalStock,8,,Succeeded,7→8,Yes,5,6
pl_PhysicalStock_WM,CD_PhysicalStock,1,,CD_Archive_PhysicalStock,9,,Succeeded,1→9,Yes,7,8
pl_PhysicalStock_WM,CD_Archive_PhysicalStock,9,,DF_PhysicalStock,10,,Succeeded,9→10,Yes,8,9
PL_Pharma_Orders,CD_Pharma_Orders,1,,CD_Archive,2,,Succeeded,1→2,Yes,0,1
PL_Pharma_Orders,CD_Pharma_Orders,1,,CD_Synpase,3,,Succeeded,1→3,Yes,0,1
PL_Pharma_Orders,CD_Archive,2,,DeleteFile,4,,Succeeded,2→4,Yes,1,2
PL_Pharma_Orders,CD_Synpase,3,,DeleteFile,4,,Succeeded,3→4,Yes,1,2
pl_GetAS400_BulksRejectReason,Set NewFileName,5,,CD_Get_Bulks_Not_In_Sap,1,,Succeeded,5→1,Yes,1,2
pl_GetAS400_BulksRejectReason,Archive,4,,df_GetBulks_Not_inSAP,2,,Succeeded,4→2,Yes,3,4
pl_GetAS400_BulksRejectReason,CD_Get_Bulks_Not_In_Sap,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_GetAS400_BulksRejectReason,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
pl_GetAS400_RAW,Set NewFileName,5,,CD_Get_Bulks_Not_In_Sap,1,,Succeeded,5→1,Yes,1,2
pl_GetAS400_RAW,Archive,4,,df_GetBulks_Not_inSAP,2,,Succeeded,4→2,Yes,3,4
pl_GetAS400_RAW,CD_Get_Bulks_Not_In_Sap,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_GetAS400_RAW,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
pl_GetAS400_BulksDates,Set NewFileName,5,,CD_Get_Bulks_Not_In_Sap,1,,Succeeded,5→1,Yes,1,2
pl_GetAS400_BulksDates,Archive,4,,df_GetBulks_Not_inSAP,2,,Succeeded,4→2,Yes,3,4
pl_GetAS400_BulksDates,CD_Get_Bulks_Not_In_Sap,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_GetAS400_BulksDates,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
pl_GetAS400_RawDates,Set NewFileName,5,,CD_Get_Bulks_Not_In_Sap,1,,Succeeded,5→1,Yes,1,2
pl_GetAS400_RawDates,Archive,4,,df_GetBulks_Not_inSAP,2,,Succeeded,4→2,Yes,3,4
pl_GetAS400_RawDates,CD_Get_Bulks_Not_In_Sap,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_GetAS400_RawDates,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
pl_IntegratedOrders_ext,US16_IO,4,,df_IntegratedOrders,2,,Succeeded,4→2,Yes,1,2
pl_IntegratedOrders_ext,US8X_IO,5,,df_IntegratedOrders,2,,Succeeded,5→2,Yes,1,2
pl_IntegratedOrders_ext,df_IntegratedOrders,2,,IntegratedOrders_SCDType2,3,,Succeeded,2→3,Yes,2,3
pl_IntegratedOrders_ext,set_inboundpath,1,,US16_IO,4,,Succeeded,1→4,Yes,0,1
pl_IntegratedOrders_ext,set_inboundpath,1,,US8X_IO,5,,Succeeded,1→5,Yes,0,1
PL_HCN_OrderInformation,Set Year,7,,CD_HCN_MEDICAL_NUTRITION_UNSHIPPED,1,,Succeeded,7→1,Yes,0,1
PL_HCN_OrderInformation,CD_HCN_MEDICAL_NUTRITION_UNSHIPPED,1,,CD_UNSHIPPED_SYNAPSE,2,,Succeeded,1→2,Yes,1,2
PL_HCN_OrderInformation,CD_CONSUMERCARE_VP_UNSHIPPED,3,,CD_UNSHIPPED_SYNAPSE,2,,Succeeded,3→2,Yes,1,2
PL_HCN_OrderInformation,Set Year,7,,CD_CONSUMERCARE_VP_UNSHIPPED,3,,Succeeded,7→3,Yes,0,1
PL_HCN_OrderInformation,CD_HCN_MEDICALNUTRION_ORDERED_MTD,4,,CD_ORDERED_MTD_SYNAPSE,5,,Succeeded,4→5,Yes,0,1
PL_HCN_OrderInformation,CD_HCN_CONSUMERCARE_VP_ORDERED_MTD,6,,CD_ORDERED_MTD_SYNAPSE,5,,Succeeded,6→5,Yes,0,1
PL_OnDemand_PBI_Refresh,Get_LogicApp_Secrete,1,,TriggerPBIRefresh,2,,Succeeded,1→2,Yes,0,1
PL_OnDemand_PBI_Refresh,Get_Workspace_Secrete,3,,TriggerPBIRefresh,2,,Succeeded,3→2,Yes,0,1
PL_OnDemand_PBI_Refresh,Get_Dataset_Secrete,4,,TriggerPBIRefresh,2,,Succeeded,4→2,Yes,0,1
pl_Process_Orgain_YTD_Actuals,df_OrgainYTDActuals,1,,DataRange,2,,Succeeded,1→2,Yes,0,1
pl_Process_Orgain_YTD_Actuals,DataRange,2,,CD_Orgain_YTD_Actuals,3,,Succeeded,2→3,Yes,1,2
pl_Process_Orgain_YTD_Actuals,CD_Orgain_YTD_Actuals,3,,DeleteFiles,4,,Succeeded,3→4,Yes,2,3
PL_GET_Orgain_YTD_Actuals,Time,11,,ForEachFile,2,,Succeeded,11→2,Yes,0,2
PL_GET_Orgain_YTD_Actuals,Year,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_GET_Orgain_YTD_Actuals,Month,12,,ForEachFile,2,,Succeeded,12→2,Yes,0,2
PL_GET_Orgain_YTD_Actuals,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_GET_Orgain_YTD_Actuals,GetAuthToken,14,,ForEachFile,2,,Succeeded,14→2,Yes,1,2
PL_GET_Orgain_YTD_Actuals,Web_GetFileLUD,10,ForEachFile,Set LUD,3,ForEachFile,Succeeded,10→3,Yes,0,1
PL_GET_Orgain_YTD_Actuals,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_GET_Orgain_YTD_Actuals,Set OLD LUD,9,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,9→5,Yes,1,2
PL_GET_Orgain_YTD_Actuals,CD_Orgain_YTD_Actuals_Files,7,If File has been Updated→TRUE,pl_Process_Orgain_YTD_Actuals,6,If File has been Updated→TRUE,Succeeded,7→6,Yes,0,1
PL_GET_Orgain_YTD_Actuals,pl_Process_Orgain_YTD_Actuals,6,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,6→8,Yes,1,2
PL_GET_Orgain_YTD_Actuals,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,9,ForEachFile,Succeeded,4→9,Yes,0,1
PL_GET_Orgain_YTD_Actuals,GetClientSecret,15,,GetAuthToken,14,,Succeeded,15→14,Yes,0,1
pl_Process_Master,pl_NHSC_Process_RESB,3,,pl_NHSC_Process_OrderItems,1,,Succeeded,3→1,Yes,0,1
pl_Process_Master,pl_NHSC_Process_OrderItems,1,,pl_NHSC_Process_OrderHeader,2,,Succeeded,1→2,Yes,1,2
pl_Planned_Master,pl_NHSC_Planned_PLPO,4,,pl_NHSC_ExcludedOrders,2,,Succeeded,4→2,Yes,2,3
pl_Planned_Master,pl_NHSC_Planned_Orders,1,,pl_NHSC_Planned_MAPL,3,,Succeeded,1→3,Yes,0,1
pl_Planned_Master,pl_NHSC_Planned_MAPL,3,,pl_NHSC_Planned_PLPO,4,,Succeeded,3→4,Yes,1,2
pl_Planned_Master,pl_NHSC_ExcludedOrders,2,,PL_MKAL_SF,5,,Succeeded,2→5,Yes,3,4
pl_Planned_Master,PL_MKAL_SF,5,,PL_AFVC_SF,6,,Succeeded,5→6,Yes,4,5
PL_PURITAN_SERVICE_APPOINTMENT_TO_AZURE,Copy Salesforce data to Azure Synapse,1,,Copy Staging to Synapse,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_SERVICE_APPOINTMENT_TO_AZURE,Copy Staging to Synapse,2,,Copy Salesforce data to Azure Synapse_copy1,3,,Succeeded,2→3,Yes,1,2
PL_PURITAN_SERVICE_APPOINTMENT_TO_AZURE,Copy Salesforce data to Azure Synapse_copy1,3,,Copy Staging to Synapse_copy1,4,,Succeeded,3→4,Yes,2,3
PL_PURITAN_SERVICE_APPOINTMENT_TO_AZURE,Copy Staging to Synapse_copy1,4,,Copy Salesforce data to Azure Synapse_copy1_copy1,5,,Succeeded,4→5,Yes,3,4
PL_PURITAN_SERVICE_APPOINTMENT_TO_AZURE,Copy Salesforce data to Azure Synapse_copy1_copy1,5,,Script1,6,,Succeeded,5→6,Yes,4,5
pl_Get_EBSFormulaBOM,Get_FormulaBOM,1,,Push_EBSFormula_BOM,2,,Succeeded,1→2,Yes,0,1
pl_Get_AS400_Tables,GET PRODFA_OEBSXRPF,1,,PUSH_OEBSXRPF,3,,Succeeded,1→3,Yes,0,1
pl_Get_AS400_Tables,GET WHSMST,2,,PUSH_WHSMSTP,4,,Succeeded,2→4,Yes,0,1
pl_Get_AS400_Tables,GET_INVBLKP,5,,PUSH_INVBLKP,6,,Succeeded,5→6,Yes,0,1
pl_Get_AS400_Tables,GET_WHS_ORG_PF,7,,PUSH_WHS_ORG_PF,8,,Succeeded,7→8,Yes,0,1
PL_ASCP_RM,Get Metadata1,1,,GetCount,2,,Succeeded,1→2,Yes,0,1
PL_ASCP_RM,GetCount,2,,If Condition1,3,,Succeeded,2→3,Yes,1,2
PL_ASCP_RM,ASCP_RM_UNZIP,6,If Condition1→TRUE,ASCP_RM,5,If Condition1→TRUE,Succeeded,6→5,Yes,1,2
PL_ASCP_RM,FileFound,4,If Condition1→TRUE,ASCP_RM_UNZIP,6,If Condition1→TRUE,Succeeded,4→6,Yes,0,1
PL_ASCP_RM,ASCP_RM,5,If Condition1→TRUE,Delete1,7,If Condition1→TRUE,Succeeded,5→7,Yes,2,3
PL_ASCP_RM,If Condition1,3,,Done,9,,Succeeded,3→9,Yes,2,3
pl_MedicalNutrition_DirectIndirect_Sales,cd_EndSales,4,,cd_Archive,1,,Succeeded,4→1,Yes,2,3
pl_MedicalNutrition_DirectIndirect_Sales,Lookup_LatestYear,3,,Set YearLoad,2,,Succeeded,3→2,Yes,0,1
pl_MedicalNutrition_DirectIndirect_Sales,Set YearLoad,2,,cd_EndSales,4,,Succeeded,2→4,Yes,1,2
pl_MedicalNutrition_DirectIndirect_Sales,cd_EndSales,4,,cd_Synpase,5,,Succeeded,4→5,Yes,2,3
pl_MedicalNutrition_DirectIndirect_Sales,cd_Synpase,5,,Delete,6,,Succeeded,5→6,Yes,3,4
pl_MedicalNutrition_DirectIndirect_Sales,cd_Archive,1,,Delete,6,,Succeeded,1→6,Yes,3,4
pl_MedicalNutrition_DirectIndirect_Sales,cd_Synpase,5,,Populate POS Table with Medical Nutrition Data,7,,Succeeded,5→7,Yes,3,4
PL_Circana_Consumption,Only_Folders,4,,ForEachFolder,1,,Succeeded,4→1,Yes,1,2
PL_Circana_Consumption,Get_List_Folders,3,,Only_Folders,4,,Succeeded,3→4,Yes,0,1
PL_Circana_Consumption,ForEachFolder,1,,Populate POS Table with Circana,5,,Succeeded,1→5,Yes,2,3
PL_AGILE_PQM_DATA_TO_AZURE,Execute Pipeline Agile PLM to ADLS,1,,Execute Pipeline ADLS to Azure Synapse,2,,Succeeded,1→2,Yes,0,1
pl_GA4_Process_Sessions,GET GoogleAnalytics Token,1,,UntilAllRecordsProcessed,3,,Succeeded,1→3,Yes,0,1
pl_GA4_Process_Sessions,LookupDates,2,,UntilAllRecordsProcessed,3,,Succeeded,2→3,Yes,0,1
pl_GA4_Process_Sessions,CD_GA4_Data,4,UntilAllRecordsProcessed→LOOP,IncOffSet,5,UntilAllRecordsProcessed→LOOP,Succeeded,4→5,Yes,0,1
pl_GA4_Process_Sessions,IncOffSet,5,UntilAllRecordsProcessed→LOOP,SetNewOffSet,6,UntilAllRecordsProcessed→LOOP,Succeeded,5→6,Yes,1,2
pl_GA4_Process_Sessions,CD_GA4_Data,4,UntilAllRecordsProcessed→LOOP,If First Loop,7,UntilAllRecordsProcessed→LOOP,Succeeded,4→7,Yes,0,1
pl_GA4_Process_Sessions,DF_GA4_Sessions_Limit,10,If First Loop→TRUE,LookupRowNumber,8,If First Loop→TRUE,Succeeded,10→8,Yes,0,1
pl_GA4_Process_Sessions,LookupRowNumber,8,If First Loop→TRUE,Set_RowNumber,9,If First Loop→TRUE,Succeeded,8→9,Yes,1,2
pl_GA4_Process_Sessions,UntilAllRecordsProcessed,3,,DF_GA4_Sessions,11,,Succeeded,3→11,Yes,1,2
pl_GA4_Event,Lookup_Property_id_List,1,,ForEach1,2,,Succeeded,1→2,Yes,0,1
pl_GA4_Event,DeleteFolder,5,,ForEach1,2,,Succeeded,5→2,Yes,0,1
pl_GA4_Event,LookupDates,6,,ForEach1,2,,Succeeded,6→2,Yes,0,1
pl_GA4_Event,GET GoogleAnalytics Token,4,,ForEach1,2,,Succeeded,4→2,Yes,0,1
pl_GA4_PageViews,Lookup_Property_id_List,1,,ForEachPropertyID,2,,Succeeded,1→2,Yes,0,2
pl_GA4_PageViews,DeleteFolder,4,,ForEachPropertyID,2,,Succeeded,4→2,Yes,1,2
pl_GA4_PageViews,DeleteLimitFolder,5,,ForEachPropertyID,2,,Succeeded,5→2,Yes,1,2
pl_GA4_PageViews,Set Folder,6,,DeleteFolder,4,,Succeeded,6→4,Yes,0,1
pl_GA4_PageViews,Set Folder,6,,DeleteLimitFolder,5,,Succeeded,6→5,Yes,0,1
pl_GA4_Sessions,Lookup_Property_id_List,1,,ForEachPropertyID,2,,Succeeded,1→2,Yes,0,2
pl_GA4_Sessions,DeleteFolder,4,,ForEachPropertyID,2,,Succeeded,4→2,Yes,1,2
pl_GA4_Sessions,DeleteLimitFolder,5,,ForEachPropertyID,2,,Succeeded,5→2,Yes,1,2
pl_GA4_Sessions,Set Folder,6,,DeleteFolder,4,,Succeeded,6→4,Yes,0,1
pl_GA4_Sessions,Set Folder,6,,DeleteLimitFolder,5,,Succeeded,6→5,Yes,0,1
pl_UA__Event,GET GoogleAnalytics Token,1,,Until All Data Extracted,2,,Succeeded,1→2,Yes,0,1
pl_UA__Event,Set FileName,4,Until All Data Extracted→LOOP,CD_Google_UA_Data,3,Until All Data Extracted→LOOP,Succeeded,4→3,Yes,0,1
pl_UA__Event,Lookup Next Token,6,Until All Data Extracted→LOOP,Set nextPageToken,5,Until All Data Extracted→LOOP,Succeeded,6→5,Yes,2,3
pl_UA__Event,CD_Google_UA_Data,3,Until All Data Extracted→LOOP,Lookup Next Token,6,Until All Data Extracted→LOOP,Succeeded,3→6,Yes,1,2
pl_UA__Event,Set nextPageToken,5,Until All Data Extracted→LOOP,Wait1,7,Until All Data Extracted→LOOP,Succeeded,5→7,Yes,3,4
pl_UA__Event,Until All Data Extracted,2,,df_GoogleAnalytics_UA_Sessions,8,,Succeeded,2→8,Yes,1,2
pl_NHSC_NHSC_RPT_AMDR_V_MAKT,CD_Get_GSC_MAKT,1,,CD_MAKT_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_NHSC_RPT_AMDR_V_MAKT,CD_Get_GSC_MAKT,1,,CD_MAKT_Archive,3,,Succeeded,1→3,Yes,0,1
pl_AS400_RM_TRANSACTIONS,Set NewFileName,5,,CD_AS400_RM_TRANSACTIONS,1,,Succeeded,5→1,Yes,1,2
pl_AS400_RM_TRANSACTIONS,Archive,4,,df_AS400_RM_Transactions,2,,Succeeded,4→2,Yes,3,4
pl_AS400_RM_TRANSACTIONS,CD_AS400_RM_TRANSACTIONS,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_AS400_RM_TRANSACTIONS,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
pl_AS400_RM_TRANSACTIONS,df_AS400_RM_Transactions,2,,Done,6,,Succeeded,2→6,Yes,4,5
pl_BOM_BomLink_FullLoad,Set FileName,9,,CD_BOM_Link,1,,Succeeded,9→1,Yes,4,5
pl_BOM_BomLink_FullLoad,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_BOM_BomLink_FullLoad,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_BOM_BomLink_FullLoad,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_BOM_BomLink_FullLoad,CD_BOM_Link,1,,CD_Archive_BOM_Link,6,,Succeeded,1→6,Yes,5,6
pl_BOM_BomLink_FullLoad,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_BOM_BomLink_FullLoad,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_BOM_BomLink_FullLoad,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_BOM_BomLink_FullLoad,CD_Archive_BOM_Link,6,,DF_BOM_Link,10,,Succeeded,6→10,Yes,6,7
pl_BOM_BomLink_FullLoad,DF_BOM_Link,10,,Done,11,,Succeeded,10→11,Yes,7,8
pl_BOM_BomHeader_FullLoad,Set FileName,9,,CD_BOM_HEADER,1,,Succeeded,9→1,Yes,4,5
pl_BOM_BomHeader_FullLoad,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_BOM_BomHeader_FullLoad,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_BOM_BomHeader_FullLoad,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_BOM_BomHeader_FullLoad,CD_BOM_HEADER,1,,CD_Archive_BOM_HEADER,6,,Succeeded,1→6,Yes,5,6
pl_BOM_BomHeader_FullLoad,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_BOM_BomHeader_FullLoad,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_BOM_BomHeader_FullLoad,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_BOM_BomHeader_FullLoad,CD_Archive_BOM_HEADER,6,,DF_BOM_HEADER,10,,Succeeded,6→10,Yes,6,7
pl_BOM_BomHeader_FullLoad,DF_BOM_HEADER,10,,Done,11,,Succeeded,10→11,Yes,7,8
pl_BOM_BomItem_FullLoad,Set FileName,9,,CD_BOM_Item,1,,Succeeded,9→1,Yes,4,5
pl_BOM_BomItem_FullLoad,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_BOM_BomItem_FullLoad,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_BOM_BomItem_FullLoad,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_BOM_BomItem_FullLoad,CD_BOM_Item,1,,CD_Archive_BOM_Item,6,,Succeeded,1→6,Yes,5,6
pl_BOM_BomItem_FullLoad,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_BOM_BomItem_FullLoad,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_BOM_BomItem_FullLoad,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_BOM_BomItem_FullLoad,CD_Archive_BOM_Item,6,,DF_BOM_Item,10,,Succeeded,6→10,Yes,6,7
pl_BOM_BomItem_FullLoad,DF_BOM_Item,10,,Done,11,,Succeeded,10→11,Yes,7,8
